geoid,tactile_paving,wheelchair,ramp_kerb,traffic_signals_sound,Video_ID,Sign_Label,Bounding_Box_Coords,Landmark_Keypoints,HTML_Snippet,WCAG_Violation
node_86773,yes,no,no,no,vid_0350,help,"[0.37, 0.36, 0.16, 0.27]","[[0.111, 0.299, 0.027], [0.686, 0.105, 0.033], [0.395, 0.367, 0.037]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_64527,yes,yes,yes,no,vid_0351,thank_you,"[0.37, 0.43, 0.2, 0.22]","[[0.906, 0.387, -0.07], [0.6, 0.169, 0.004], [0.996, 0.792, 0.088]]",<img src='logo.svg' alt='Company Logo'>,None
node_87347,yes,yes,no,no,vid_0352,danger,"[0.34, 0.15, 0.2, 0.33]","[[0.245, 0.175, -0.012], [0.142, 0.99, -0.059], [0.428, 0.995, 0.023]]",<button>Submit</button>,None
node_85251,no,no,no,no,vid_0353,thank_you,"[0.55, 0.4, 0.16, 0.24]","[[0.891, 0.935, -0.031], [0.87, 0.997, 0.033], [0.108, 0.943, -0.094]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_94393,no,yes,no,yes,vid_0354,help,"[0.44, 0.24, 0.34, 0.23]","[[0.243, 0.305, -0.042], [0.282, 0.117, -0.003], [0.716, 0.555, 0.081]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_32775,yes,no,flush,no,vid_0355,thank_you,"[0.44, 0.13, 0.15, 0.24]","[[0.555, 0.646, -0.035], [0.043, 0.453, -0.039], [0.763, 0.874, -0.001]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_25733,no,no,no,no,vid_0356,train,"[0.22, 0.34, 0.35, 0.38]","[[0.327, 0.126, 0.013], [0.336, 0.61, -0.093], [0.976, 0.49, -0.02]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_42141,incorrect,yes,yes,yes,vid_0357,bus,"[0.49, 0.28, 0.23, 0.37]","[[0.296, 0.118, -0.045], [0.159, 0.63, 0.055], [0.199, 0.342, -0.056]]",<img src='logo.svg' alt='Company Logo'>,None
node_56689,yes,no,yes,no,vid_0358,bus,"[0.59, 0.18, 0.28, 0.35]","[[0.584, 0.728, -0.077], [0.3, 0.545, -0.05], [0.769, 0.43, 0.013]]",<img src='logo.svg' alt='Company Logo'>,None
node_26287,no,no,no,yes,vid_0359,stop,"[0.59, 0.28, 0.19, 0.37]","[[0.636, 0.83, -0.098], [0.721, 0.685, -0.052], [0.315, 0.311, 0.056]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_49000,no,no,no,yes,vid_0360,hospital,"[0.55, 0.13, 0.38, 0.24]","[[0.181, 0.732, 0.08], [0.58, 0.402, -0.002], [0.525, 0.546, -0.049]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_22397,no,yes,lowered,no,vid_0361,help,"[0.51, 0.39, 0.25, 0.37]","[[0.032, 0.786, 0.069], [0.086, 0.968, -0.068], [0.471, 0.233, 0.085]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_84967,yes,yes,lowered,no,vid_0362,yes,"[0.27, 0.43, 0.18, 0.41]","[[0.275, 0.469, 0.093], [0.568, 0.747, 0.071], [0.976, 0.719, -0.026]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_95346,yes,no,no,no,vid_0363,bus,"[0.33, 0.41, 0.34, 0.22]","[[0.196, 0.921, 0.091], [0.409, 0.808, -0.078], [0.783, 0.941, -0.075]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_21718,yes,no,yes,no,vid_0364,train,"[0.11, 0.19, 0.26, 0.21]","[[0.638, 0.614, 0.033], [0.542, 0.421, 0.058], [0.576, 0.15, 0.011]]",<img src='logo.svg' alt='Company Logo'>,None
node_52951,incorrect,yes,no,no,vid_0365,help,"[0.35, 0.43, 0.31, 0.49]","[[0.707, 0.873, 0.088], [0.4, 0.744, 0.024], [0.016, 0.182, 0.067]]",<img src='logo.svg' alt='Company Logo'>,None
node_82039,incorrect,yes,flush,yes,vid_0366,danger,"[0.46, 0.44, 0.26, 0.39]","[[0.228, 0.952, 0.071], [0.305, 0.969, -0.033], [0.395, 0.992, 0.066]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_85340,no,yes,yes,no,vid_0367,thank_you,"[0.13, 0.48, 0.34, 0.36]","[[0.316, 0.941, 0.079], [0.938, 0.552, 0.029], [0.949, 0.648, -0.079]]",<button>Submit</button>,None
node_87160,no,no,no,no,vid_0368,help,"[0.34, 0.2, 0.34, 0.39]","[[0.896, 0.632, 0.052], [0.536, 0.897, 0.099], [0.287, 0.696, -0.092]]",<img src='logo.svg' alt='Company Logo'>,None
node_32289,no,no,no,no,vid_0369,hospital,"[0.42, 0.4, 0.29, 0.35]","[[0.352, 0.166, 0.088], [0.557, 0.267, 0.089], [0.619, 0.386, -0.032]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_76520,incorrect,yes,yes,no,vid_0370,no,"[0.5, 0.11, 0.37, 0.27]","[[0.08, 0.948, -0.091], [0.243, 0.339, 0.046], [0.008, 0.179, 0.074]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_44961,incorrect,no,lowered,no,vid_0371,bus,"[0.18, 0.14, 0.21, 0.5]","[[0.719, 0.993, 0.097], [0.748, 0.567, -0.03], [0.819, 0.312, 0.006]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_50123,yes,no,flush,no,vid_0372,no,"[0.53, 0.22, 0.35, 0.35]","[[0.977, 0.528, -0.074], [0.748, 0.594, 0.009], [0.697, 0.866, 0.061]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_73629,no,yes,flush,yes,vid_0373,help,"[0.25, 0.37, 0.16, 0.34]","[[0.587, 0.795, -0.049], [0.521, 0.471, 0.098], [0.661, 0.074, 0.033]]",<img src='logo.svg' alt='Company Logo'>,None
node_28110,yes,yes,flush,no,vid_0374,no,"[0.33, 0.18, 0.24, 0.27]","[[0.876, 0.278, 0.027], [0.213, 0.031, 0.032], [0.094, 0.946, -0.029]]",<img src='logo.svg' alt='Company Logo'>,None
node_96463,no,no,no,no,vid_0375,help,"[0.44, 0.38, 0.38, 0.31]","[[0.097, 0.192, -0.001], [0.465, 0.328, 0.03], [0.46, 0.871, -0.026]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_86649,yes,yes,no,yes,vid_0376,yes,"[0.48, 0.24, 0.23, 0.47]","[[0.913, 0.799, -0.083], [0.037, 0.223, -0.007], [0.287, 0.147, -0.003]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_77483,yes,no,yes,no,vid_0377,thank_you,"[0.45, 0.35, 0.28, 0.47]","[[0.313, 0.375, -0.093], [0.485, 0.457, -0.055], [0.674, 0.332, -0.092]]",<button>Submit</button>,None
node_58540,yes,limited,lowered,no,vid_0378,danger,"[0.52, 0.45, 0.27, 0.39]","[[0.824, 0.932, 0.083], [0.013, 0.668, -0.096], [0.07, 0.105, -0.071]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_43911,no,no,flush,no,vid_0379,danger,"[0.25, 0.24, 0.39, 0.45]","[[0.88, 0.915, -0.05], [0.426, 0.032, 0.084], [0.214, 0.078, 0.027]]",<img src='logo.svg' alt='Company Logo'>,None
node_98517,yes,limited,lowered,no,vid_0380,thank_you,"[0.36, 0.13, 0.29, 0.46]","[[0.765, 0.234, 0.03], [0.096, 0.828, 0.081], [0.059, 0.541, 0.038]]",<img src='map.png'>,Missing_Alt_Text
node_81781,no,yes,flush,no,vid_0381,no,"[0.33, 0.19, 0.29, 0.29]","[[0.517, 0.832, 0.026], [0.888, 0.841, -0.071], [0.183, 0.626, -0.054]]",<button>Submit</button>,None
node_53176,yes,yes,no,no,vid_0382,no,"[0.49, 0.41, 0.26, 0.42]","[[0.468, 0.746, -0.03], [0.396, 0.582, -0.003], [0.497, 0.009, 0.099]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_50320,no,no,no,no,vid_0383,danger,"[0.59, 0.25, 0.32, 0.34]","[[0.214, 0.348, -0.043], [0.978, 0.807, 0.029], [0.218, 0.846, 0.05]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_36961,no,yes,flush,no,vid_0384,hospital,"[0.42, 0.34, 0.4, 0.39]","[[0.112, 0.401, -0.054], [0.255, 0.542, 0.017], [0.07, 0.726, -0.019]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_12807,no,yes,yes,no,vid_0385,bus,"[0.43, 0.43, 0.27, 0.44]","[[0.357, 0.184, 0.065], [0.425, 0.492, -0.028], [0.631, 0.748, -0.015]]",<button>Submit</button>,None
node_85692,incorrect,yes,flush,no,vid_0386,thank_you,"[0.26, 0.35, 0.27, 0.3]","[[0.491, 0.622, 0.07], [0.019, 0.774, -0.006], [0.178, 0.943, 0.017]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_19093,yes,yes,lowered,yes,vid_0387,danger,"[0.2, 0.26, 0.35, 0.24]","[[0.894, 0.178, -0.025], [0.309, 0.045, 0.037], [0.223, 0.06, -0.089]]",<button>Submit</button>,None
node_58980,no,yes,yes,yes,vid_0388,stop,"[0.53, 0.36, 0.22, 0.22]","[[0.472, 0.392, -0.03], [0.424, 0.017, -0.079], [0.319, 0.204, 0.065]]",<img src='logo.svg' alt='Company Logo'>,None
node_16660,no,yes,yes,yes,vid_0389,train,"[0.13, 0.2, 0.38, 0.21]","[[0.157, 0.394, -0.06], [0.142, 0.18, -0.007], [0.235, 0.657, -0.017]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_65382,yes,no,no,no,vid_0390,train,"[0.41, 0.16, 0.38, 0.37]","[[0.64, 0.251, -0.013], [0.252, 0.088, 0.044], [0.829, 0.705, 0.071]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_90083,no,no,yes,no,vid_0391,no,"[0.34, 0.31, 0.21, 0.32]","[[0.311, 0.326, -0.018], [0.775, 0.435, 0.027], [0.778, 0.266, -0.087]]",<img src='logo.svg' alt='Company Logo'>,None
node_80871,yes,no,no,no,vid_0392,bus,"[0.26, 0.38, 0.27, 0.44]","[[0.284, 0.978, -0.084], [0.064, 0.645, 0.002], [0.823, 0.782, -0.06]]",<img src='logo.svg' alt='Company Logo'>,None
node_61762,yes,yes,no,no,vid_0393,bus,"[0.33, 0.46, 0.34, 0.22]","[[0.407, 0.932, -0.066], [0.264, 0.146, 0.088], [0.585, 0.935, 0.055]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_72122,no,yes,yes,no,vid_0394,danger,"[0.12, 0.19, 0.29, 0.28]","[[0.803, 0.422, -0.077], [0.573, 0.474, -0.019], [0.828, 0.56, -0.003]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_71924,yes,yes,flush,no,vid_0395,thank_you,"[0.17, 0.38, 0.38, 0.49]","[[0.223, 0.807, -0.028], [0.524, 0.694, -0.062], [0.689, 0.16, -0.043]]",<button>Submit</button>,None
node_44079,no,no,no,no,vid_0396,train,"[0.22, 0.14, 0.22, 0.46]","[[0.558, 0.173, 0.032], [0.049, 0.856, 0.017], [0.924, 0.626, -0.023]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_38013,no,yes,no,yes,vid_0397,train,"[0.44, 0.49, 0.21, 0.25]","[[0.346, 0.612, 0.07], [0.896, 0.792, -0.009], [0.827, 0.427, 0.094]]",<button>Submit</button>,None
node_38542,yes,limited,flush,no,vid_0398,stop,"[0.15, 0.32, 0.29, 0.32]","[[0.681, 0.382, -0.084], [0.411, 0.159, 0.064], [0.661, 0.2, -0.078]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_78423,yes,yes,lowered,no,vid_0399,hello,"[0.29, 0.17, 0.33, 0.26]","[[0.289, 0.147, -0.002], [0.758, 0.846, 0.028], [0.551, 0.157, -0.05]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_34104,no,limited,no,no,vid_0400,hello,"[0.39, 0.36, 0.25, 0.42]","[[0.402, 0.116, 0.083], [0.234, 0.989, -0.085], [0.287, 0.388, -0.03]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_25730,yes,yes,flush,yes,vid_0401,no,"[0.54, 0.24, 0.32, 0.44]","[[0.116, 0.754, 0.056], [0.473, 0.063, -0.033], [0.663, 0.892, 0.006]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_70279,no,yes,no,yes,vid_0402,yes,"[0.57, 0.44, 0.39, 0.49]","[[0.921, 0.561, 0.023], [0.975, 0.257, -0.063], [0.689, 0.189, -0.017]]",<button>Submit</button>,None
node_80754,no,no,yes,yes,vid_0403,help,"[0.46, 0.41, 0.34, 0.32]","[[0.236, 0.344, 0.077], [0.074, 0.416, -0.079], [0.452, 0.487, 0.025]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_59715,yes,yes,lowered,yes,vid_0404,bus,"[0.11, 0.24, 0.37, 0.31]","[[0.512, 0.278, 0.063], [0.411, 0.431, -0.047], [0.622, 0.489, -0.017]]",<img src='map.png'>,Missing_Alt_Text
node_80120,no,no,flush,no,vid_0405,hello,"[0.35, 0.14, 0.15, 0.44]","[[0.688, 0.971, -0.022], [0.057, 0.362, 0.083], [0.783, 0.446, -0.045]]",<button>Submit</button>,None
node_36756,incorrect,yes,flush,no,vid_0406,danger,"[0.14, 0.4, 0.2, 0.45]","[[0.19, 0.592, -0.029], [0.85, 0.912, 0.044], [0.45, 0.759, 0.09]]",<img src='map.png'>,Missing_Alt_Text
node_55085,no,yes,flush,yes,vid_0407,hello,"[0.55, 0.31, 0.39, 0.47]","[[0.882, 0.63, 0.06], [0.352, 0.968, 0.009], [0.786, 0.143, 0.085]]",<button>Submit</button>,None
node_99154,yes,limited,flush,yes,vid_0408,hello,"[0.11, 0.21, 0.38, 0.3]","[[0.634, 0.249, -0.077], [0.699, 0.836, 0.09], [0.199, 0.229, 0.063]]",<button>Submit</button>,None
node_41768,incorrect,no,lowered,no,vid_0409,help,"[0.15, 0.23, 0.27, 0.34]","[[0.267, 0.4, 0.09], [0.367, 0.533, 0.026], [0.621, 0.911, 0.086]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_21679,no,limited,no,no,vid_0410,train,"[0.31, 0.29, 0.38, 0.46]","[[0.413, 0.924, -0.061], [0.726, 0.741, 0.06], [0.403, 0.445, 0.091]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_75531,yes,no,yes,no,vid_0411,hello,"[0.25, 0.25, 0.32, 0.29]","[[0.738, 0.517, 0.052], [0.849, 0.735, -0.096], [0.433, 0.018, 0.002]]",<img src='logo.svg' alt='Company Logo'>,None
node_78344,no,no,lowered,no,vid_0412,help,"[0.25, 0.33, 0.16, 0.43]","[[0.254, 0.061, 0.005], [0.082, 0.07, 0.082], [0.534, 0.35, 0.045]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_86071,no,no,no,yes,vid_0413,hello,"[0.31, 0.49, 0.25, 0.34]","[[0.093, 0.86, -0.016], [0.807, 0.5, -0.058], [0.082, 0.834, -0.006]]",<button>Submit</button>,None
node_63277,no,yes,no,no,vid_0414,bus,"[0.45, 0.46, 0.33, 0.44]","[[0.432, 0.246, -0.055], [0.944, 0.937, -0.043], [0.001, 0.678, -0.055]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_29791,no,limited,yes,no,vid_0415,danger,"[0.31, 0.1, 0.36, 0.44]","[[0.199, 0.516, 0.05], [0.477, 0.652, 0.077], [0.067, 0.841, 0.058]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_29496,no,yes,lowered,no,vid_0416,help,"[0.59, 0.12, 0.38, 0.32]","[[0.141, 0.818, -0.087], [0.973, 0.735, 0.064], [0.916, 0.159, 0.043]]",<img src='logo.svg' alt='Company Logo'>,None
node_47955,yes,yes,flush,yes,vid_0417,no,"[0.12, 0.24, 0.28, 0.23]","[[0.087, 0.504, -0.062], [0.155, 0.94, 0.072], [0.052, 0.166, 0.05]]",<img src='logo.svg' alt='Company Logo'>,None
node_50195,no,no,lowered,no,vid_0418,no,"[0.33, 0.23, 0.25, 0.26]","[[0.977, 0.97, 0.056], [0.834, 0.652, -0.093], [0.134, 0.946, -0.062]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_74775,no,no,yes,no,vid_0419,bus,"[0.23, 0.5, 0.32, 0.25]","[[0.325, 0.909, 0.006], [0.9, 0.098, 0.017], [0.151, 0.586, 0.005]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_46830,yes,limited,no,no,vid_0420,stop,"[0.12, 0.16, 0.17, 0.23]","[[0.43, 0.291, -0.045], [0.522, 0.316, 0.04], [0.67, 0.192, 0.08]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_86924,no,no,no,no,vid_0421,hospital,"[0.14, 0.27, 0.24, 0.5]","[[0.116, 0.203, 0.092], [0.149, 0.119, -0.069], [0.161, 0.146, -0.035]]",<button>Submit</button>,None
node_60964,no,yes,no,no,vid_0422,danger,"[0.47, 0.4, 0.23, 0.32]","[[0.717, 0.839, -0.06], [0.512, 0.295, -0.094], [0.941, 0.671, 0.074]]",<img src='map.png'>,Missing_Alt_Text
node_62404,incorrect,yes,no,no,vid_0423,no,"[0.22, 0.14, 0.23, 0.34]","[[0.388, 0.221, -0.069], [0.885, 0.984, -0.015], [0.35, 0.093, -0.02]]",<button>Submit</button>,None
node_42179,no,yes,flush,no,vid_0424,train,"[0.37, 0.47, 0.27, 0.21]","[[0.624, 0.19, 0.09], [0.391, 0.459, -0.042], [0.959, 0.142, 0.06]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_32170,no,limited,flush,no,vid_0425,hello,"[0.44, 0.16, 0.18, 0.41]","[[0.179, 0.22, -0.026], [0.107, 0.564, 0.001], [0.574, 0.64, 0.015]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_15497,yes,yes,yes,yes,vid_0426,hello,"[0.11, 0.35, 0.39, 0.22]","[[0.149, 0.795, -0.067], [0.07, 0.658, 0.088], [0.749, 0.105, -0.091]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_68676,no,yes,yes,no,vid_0427,hello,"[0.47, 0.27, 0.24, 0.42]","[[0.807, 0.452, 0.056], [0.38, 0.704, -0.07], [0.718, 0.172, 0.054]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_31508,incorrect,yes,lowered,no,vid_0428,bus,"[0.25, 0.42, 0.19, 0.32]","[[0.589, 0.893, -0.094], [0.139, 0.448, -0.027], [0.628, 0.056, -0.02]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_97870,yes,no,yes,no,vid_0429,stop,"[0.58, 0.47, 0.23, 0.29]","[[0.07, 0.075, 0.084], [0.991, 0.712, 0.057], [0.103, 0.292, -0.001]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_30353,no,yes,lowered,yes,vid_0430,yes,"[0.26, 0.38, 0.38, 0.33]","[[0.506, 0.551, -0.011], [0.198, 0.411, 0.037], [0.145, 0.248, 0.026]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_92534,no,no,flush,no,vid_0431,thank_you,"[0.38, 0.13, 0.35, 0.28]","[[0.89, 0.939, -0.082], [0.571, 0.496, -0.087], [0.471, 0.047, 0.058]]",<button>Submit</button>,None
node_61124,no,yes,yes,no,vid_0432,yes,"[0.59, 0.39, 0.32, 0.3]","[[0.113, 0.224, 0.071], [0.11, 0.828, 0.084], [0.745, 0.497, 0.046]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_88303,yes,yes,lowered,yes,vid_0433,bus,"[0.58, 0.17, 0.19, 0.32]","[[0.375, 0.769, 0.038], [0.924, 0.727, -0.034], [0.917, 0.259, -0.09]]",<button>Submit</button>,None
node_91566,no,yes,yes,no,vid_0434,danger,"[0.2, 0.31, 0.3, 0.4]","[[0.228, 0.219, -0.094], [0.633, 0.271, -0.075], [0.95, 0.367, 0.074]]",<button>Submit</button>,None
node_12861,no,yes,lowered,no,vid_0435,yes,"[0.15, 0.28, 0.39, 0.44]","[[0.379, 0.779, 0.051], [0.811, 0.685, -0.035], [0.081, 0.309, -0.084]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_21108,no,no,lowered,no,vid_0436,yes,"[0.17, 0.26, 0.38, 0.29]","[[0.963, 0.277, 0.077], [0.67, 0.446, -0.0], [0.794, 0.238, 0.077]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_16250,yes,yes,lowered,no,vid_0437,hello,"[0.38, 0.14, 0.2, 0.3]","[[0.643, 0.252, -0.077], [0.472, 0.315, 0.017], [0.816, 0.983, 0.044]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_89908,yes,yes,no,yes,vid_0438,help,"[0.39, 0.12, 0.16, 0.47]","[[0.081, 0.353, 0.086], [0.073, 0.715, 0.079], [0.156, 0.445, -0.01]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_55968,no,limited,lowered,no,vid_0439,bus,"[0.55, 0.32, 0.29, 0.33]","[[0.522, 0.701, 0.096], [0.883, 0.491, 0.038], [0.839, 0.4, 0.096]]",<button>Submit</button>,None
node_10761,yes,yes,yes,yes,vid_0440,help,"[0.25, 0.14, 0.2, 0.41]","[[0.399, 0.43, 0.065], [0.291, 0.538, 0.019], [0.932, 0.707, -0.006]]",<img src='logo.svg' alt='Company Logo'>,None
node_21394,no,limited,lowered,no,vid_0441,no,"[0.14, 0.16, 0.19, 0.21]","[[0.597, 0.17, 0.074], [0.335, 0.479, -0.005], [0.16, 0.363, -0.065]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_45846,no,yes,yes,yes,vid_0442,bus,"[0.27, 0.4, 0.15, 0.37]","[[0.779, 0.286, 0.054], [0.167, 0.18, 0.087], [0.48, 0.084, -0.059]]",<button>Submit</button>,None
node_74345,no,limited,yes,no,vid_0443,help,"[0.12, 0.5, 0.32, 0.21]","[[0.562, 0.852, -0.042], [0.893, 0.17, -0.021], [0.274, 0.632, 0.071]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_76324,no,no,yes,no,vid_0444,bus,"[0.33, 0.15, 0.33, 0.25]","[[0.719, 0.077, 0.065], [0.579, 0.006, -0.045], [0.254, 0.244, -0.033]]",<img src='map.png'>,Missing_Alt_Text
node_85992,yes,no,flush,no,vid_0445,train,"[0.46, 0.13, 0.27, 0.3]","[[0.785, 0.728, -0.03], [0.102, 0.965, 0.011], [0.571, 0.529, -0.023]]",<img src='map.png'>,Missing_Alt_Text
node_25742,yes,yes,lowered,no,vid_0446,hello,"[0.16, 0.28, 0.36, 0.4]","[[0.719, 0.424, -0.067], [0.264, 0.893, -0.086], [0.26, 0.414, 0.095]]",<img src='logo.svg' alt='Company Logo'>,None
node_17265,no,no,yes,yes,vid_0447,stop,"[0.4, 0.18, 0.28, 0.24]","[[0.44, 0.899, 0.091], [0.596, 0.303, 0.028], [0.38, 0.35, 0.033]]",<img src='map.png'>,Missing_Alt_Text
node_29776,no,no,flush,yes,vid_0448,yes,"[0.29, 0.21, 0.27, 0.27]","[[0.574, 0.172, 0.016], [0.677, 0.119, 0.028], [0.888, 0.864, 0.076]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_17068,yes,yes,yes,yes,vid_0449,train,"[0.3, 0.18, 0.19, 0.34]","[[0.118, 0.892, -0.001], [0.037, 0.052, 0.041], [0.24, 0.574, 0.064]]",<img src='logo.svg' alt='Company Logo'>,None
node_58024,no,limited,no,no,vid_0450,help,"[0.58, 0.11, 0.16, 0.38]","[[0.03, 0.79, 0.085], [0.047, 0.312, -0.059], [0.346, 0.489, -0.051]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_95883,yes,yes,no,no,vid_0451,thank_you,"[0.33, 0.17, 0.31, 0.37]","[[0.651, 0.506, 0.004], [0.386, 0.394, 0.092], [0.267, 0.111, -0.071]]",<button>Submit</button>,None
node_88275,yes,no,flush,yes,vid_0452,danger,"[0.4, 0.44, 0.17, 0.29]","[[0.098, 0.124, 0.086], [0.178, 0.385, -0.059], [0.833, 0.229, 0.052]]",<button>Submit</button>,None
node_36570,yes,limited,no,yes,vid_0453,help,"[0.47, 0.42, 0.38, 0.3]","[[0.957, 0.119, 0.021], [0.556, 0.8, -0.025], [0.967, 0.67, 0.026]]",<a href='#' class='btn'>Click</a>,Missing_Aria_Label
node_23889,no,limited,no,yes,vid_0454,train,"[0.31, 0.42, 0.35, 0.31]","[[0.949, 0.03, -0.095], [0.264, 0.179, -0.01], [0.722, 0.958, 0.054]]",<span style='color:#ccc;background:#fff'>Text</span>,Low_Contrast
node_69715,incorrect,yes,lowered,no,vid_0455,yes,"[0.52, 0.3, 0.37, 0.3]","[[0.858, 0.617, -0.084], [0.817, 0.553, 0.014], [0.165, 0.826, -0.078]]",<img src='logo.svg' alt='Company Logo'>,None
node_92552,incorrect,limited,lowered,no,vid_0456,hospital,"[0.46, 0.12, 0.4, 0.34]","[[0.183, 0.304, -0.038], [0.036, 0.926, -0.005], [0.804, 0.2, -0.034]]",<img src='logo.svg' alt='Company Logo'>,None
node_15850,yes,no,flush,no,vid_0457,thank_you,"[0.22, 0.16, 0.22, 0.46]","[[0.997, 0.271, -0.071], [0.045, 0.825, -0.094], [0.447, 0.056, 0.028]]",<input type='text' placeholder='Search'>,Missing_Form_Label
node_22697,no,no,no,no,vid_0458,danger,"[0.37, 0.41, 0.26, 0.39]","[[0.605, 0.975, -0.036], [0.51, 0.384, -0.056], [0.946, 0.975, -0.039]]",<img src='logo.svg' alt='Company Logo'>,None
node_25593,no,yes,yes,no,vid_0459,thank_you,"[0.35, 0.39, 0.35, 0.37]","[[0.675, 0.989, 0.057], [0.961, 0.802, -0.054], [0.378, 0.988, -0.008]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_59474,incorrect,limited,lowered,no,vid_0460,thank_you,"[0.51, 0.24, 0.17, 0.34]","[[0.243, 0.919, -0.05], [0.939, 0.327, 0.062], [0.48, 0.067, -0.001]]",<button>Submit</button>,None
node_64789,no,no,no,no,vid_0461,thank_you,"[0.31, 0.45, 0.28, 0.29]","[[0.679, 0.171, -0.092], [0.259, 0.523, -0.09], [0.671, 0.55, 0.058]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_57064,yes,no,no,yes,vid_0462,hello,"[0.26, 0.5, 0.34, 0.3]","[[0.661, 0.248, 0.005], [0.21, 0.634, 0.077], [0.083, 0.965, 0.047]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_78092,yes,yes,flush,yes,vid_0463,bus,"[0.47, 0.35, 0.32, 0.5]","[[0.393, 0.098, 0.04], [0.459, 0.549, 0.033], [0.972, 0.348, 0.081]]",<div onclick='submit()'>Send</div>,Keyboard_Trap
node_15196,yes,no,flush,no,vid_0464,hello,"[0.5, 0.47, 0.37, 0.22]","[[0.604, 0.385, -0.062], [0.685, 0.272, 0.028], [0.183, 0.784, 0.006]]",<img src='logo.svg' alt='Company Logo'>,None
node_55681,no,yes,yes,yes,vid_0465,hospital,"[0.4, 0.44, 0.31, 0.34]","[[0.807, 0.446, -0.025], [0.441, 0.785, -0.081], [0.612, 0.799, -0.052]]",<button>Submit</button>,None
node_96210,yes,limited,flush,yes,vid_0466,train,"[0.11, 0.32, 0.29, 0.28]","[[0.234, 0.429, 0.032], [0.491, 0.593, -0.012], [0.764, 0.412, 0.045]]",<input type='text' placeholder='Search'>,Missing_Form_Label
